CellID,Center_X,Center_Y,Center_Z,MeanROIIntensity,MeanNeighborhoodIntensity,MetricValue,UserLabel,roiSeen,isDoublet
1,1693.78271604938,705.86049382716,4.88271604938272,153.84814453125,157.222229003906,0.978539407253265,0,0,0
2,1582.6095890411,884.203767123288,4.76369863013699,157.806503295898,154.931457519531,1.01855683326721,0,0,0
3,1580.59069767442,903.896511627907,4.56279069767442,160.16162109375,157.909286499023,1.01426351070404,0,0,0
4,1546.53597650514,967.461086637298,3.93685756240822,156.936859130859,157.974884033203,0.993429183959961,0,0,0
5,1850.92857142857,982.611111111111,3.06349206349206,186.238098144531,185.785720825195,1.00243496894836,0,0,0
6,1745.52076677316,1016.12619808307,4.99680511182109,196.650161743164,165.083694458008,1.19121491909027,0,0,0
7,1204.28414580588,1058.93675889328,7.90162494510321,141.320159912109,153.638580322266,0.919822096824646,0,0,0
8,1667.55585831063,1144.55858310627,4.02724795640327,158.019073486328,152.823532104492,1.03399693965912,0,0,0
9,1498.14979757085,1233.43724696356,3.50202429149798,151.54655456543,159.681411743164,0.949055731296539,0,0,0
10,1650.10028449502,1338.05903271693,5.68990042674253,220.956619262695,162.354354858398,1.36095285415649,1,1,0
11,1204.44957983193,1362.03921568627,4.68767507002801,226.68766784668,175.311538696289,1.29305613040924,1,1,0
12,1293.04568527919,1403.94923857868,3.76142131979695,187.91877746582,171.07258605957,1.09847390651703,0,0,0
13,1181.66384615385,1419.91384615385,6.60846153846154,157.562301635742,158.761428833008,0.992446959018707,0,0,0
14,1572.01515151515,728.424242424242,4,174.909088134766,178.613632202148,0.979259431362152,0,0,0
15,1525.05479452055,747.767123287671,4,190.794525146484,178.600006103516,1.0682784318924,0,0,0
16,1720.73741007194,767.655395683453,7.77697841726619,140.018707275391,146.562744140625,0.955349922180176,0,0,0
17,1272.46478873239,800.647887323944,4,142.718307495117,141.448272705078,1.00897884368896,0,0,0
18,1621.95272727273,824.701818181818,4.48,157.880004882812,156.18620300293,1.01084470748901,0,0,0
19,1449.47470817121,845.326848249027,5.06225680933852,158.817123413086,153.699249267578,1.03329801559448,0,0,0
20,1280.891966759,867.565096952909,5.00831024930748,171.509689331055,163.679611206055,1.0478378534317,0,0,0
21,1293.27751196172,993.66985645933,6.52392344497608,145.297454833984,156.848449707031,0.926355719566345,0,0,0
22,1718.244,1051.864,6.071,159.638000488281,158.340347290039,1.00819540023804,0,0,0
23,1241.83333333333,1086.60416666667,4.47916666666667,181.02082824707,162.264709472656,1.11558961868286,0,0,0
24,1637.08455882353,1108.87867647059,4.54411764705882,159.636032104492,158.543746948242,1.00688946247101,0,0,0
25,1595.31304347826,1109.70434782609,4,169.078262329102,164.219512939453,1.02958691120148,0,0,0
26,1251.64680483592,1135.48100172712,6.04490500863558,150.594131469727,156.044204711914,0.965073525905609,0,0,0
27,1630.74528301887,1167.66037735849,4,142.462265014648,152.368423461914,0.934985518455505,0,0,0
28,1730.23544303797,1172.07594936709,5.08607594936709,190.002532958984,163.153549194336,1.16456270217896,1,1,0
29,1267.35480673935,1208.51040634291,7.13478691774034,137.764129638672,157.927749633789,0.872323751449585,0,0,0
30,1677.24550128535,1225.47172236504,5.40616966580977,191.632385253906,163.34049987793,1.17320799827576,1,1,0
31,1192.7619047619,1309.61904761905,6.45304232804233,176.082672119141,165.435806274414,1.06435644626617,0,0,0
32,1664.81395348837,1423.09302325581,4,184.534881591797,161.923080444336,1.13964533805847,0,0,0
33,1371.85401459854,1456.93430656934,4.39416058394161,147.021896362305,145.90625,1.00764632225037,0,0,0
34,1492.11707317073,1513.3674796748,5.99024390243902,144.076416015625,144.614120483398,0.996281802654266,0,0,0
35,1378.93892045455,1554.29119318182,6.17897727272727,148.126419067383,145.110931396484,1.02078056335449,0,0,0
36,1159.39583333333,671.493055555556,5,208.298614501953,183.25,1.13669097423553,0,0,0
37,1451.34631147541,709.118852459016,6.68237704918033,160.040985107422,157.505096435547,1.01610040664673,0,0,0
38,1122.25609756098,719.829268292683,5,167.439025878906,180.371429443359,0.928301274776459,0,0,0
39,1572.44827586207,728.505747126437,5.20114942528736,166.247131347656,162.413619995117,1.02360343933105,0,0,0
40,1524.96,749.242352941176,6.94352941176471,148.027053833008,156.787872314453,0.944123089313507,0,0,0
41,1272.6626984127,801.218253968254,5.50793650793651,145.55158996582,151.919647216797,0.958082735538483,0,0,0
42,1404.65510597303,810.969171483622,6.39306358381503,165.113677978516,154.701156616211,1.06730735301971,0,0,0
43,1232.97683397683,819.644787644788,5.94980694980695,161.158294677734,158.872833251953,1.01438546180725,0,0,0
44,948.171075837742,856.834215167548,5.85890652557319,157.846557617188,152.523559570312,1.03489947319031,0,0,1
45,1551.14659685864,850.811518324607,5.90575916230366,159.513092041016,154.466339111328,1.03267216682434,0,0,0
46,1399.05325443787,908.009861932939,7.0138067061144,176.577911376953,166.429718017578,1.0609757900238,0,0,0
47,1677.49425287356,923.67816091954,5,171.344833374023,165.411758422852,1.03586852550507,0,0,0
48,1672.09514563107,953.009708737864,6.53009708737864,163.460189819336,160.470932006836,1.01862800121307,0,0,0
49,1850.85365853659,981.768292682927,5,179.439025878906,173.730773925781,1.03285694122314,0,0,0
50,1216.62256809339,990.68093385214,7.43093385214008,150.585601806641,154.871627807617,0.972325325012207,0,0,0
51,1098.65254237288,1036.60593220339,5.69067796610169,192.156784057617,163.473876953125,1.17545866966248,0,0,0
52,1144.36269430052,1083.9585492228,6.01554404145078,158.326431274414,156.44221496582,1.01204419136047,0,0,0
53,1243.96626984127,1084.82738095238,7.43849206349206,159.180557250977,159.701354980469,0.996738910675049,0,0,0
54,1597.3622754491,1110.23053892216,5.4311377245509,167.568862915039,153.617645263672,1.09081780910492,0,0,0
55,1660.939453125,1132.638671875,6.029296875,157.4140625,157.861541748047,0.997165381908417,0,0,0
56,1631.56843403206,1167.39704069051,6.78914919852035,119.024658203125,146.003570556641,0.815217435359955,0,0,0
57,1601.36956521739,1176.13043478261,5,153.532608032227,146.678573608398,1.04672825336456,0,0,0
58,1334.625,1213.88994565217,6.42663043478261,141.445648193359,154.474426269531,0.9156574010849,0,0,0
59,1598.53333333333,1216.56,5,157,156.142852783203,1.00548946857452,0,0,0
60,1499.88571428571,1230.89047619048,6.43095238095238,142.840469360352,148.669891357422,0.960789501667023,0,0,0
61,1180.54982206406,1242.92526690391,7.09074733096085,209.177932739258,172.083084106445,1.2155636548996,1,1,0
62,1062.81181619256,1248.02625820569,6.13785557986871,162.750549316406,157.80615234375,1.0313321352005,0,0,0
63,1126.25961538462,1265.48076923077,5.89423076923077,211.980773925781,182.869567871094,1.1591911315918,1,1,0
64,1096.63815789474,1307.625,5,206.815795898438,175.071426391602,1.1813223361969,1,1,0
65,1768.73173173173,1342.48148148148,6.64464464464464,175.802795410156,156.219802856445,1.12535536289215,0,0,0
66,1327.58064516129,1343.32258064516,5,168.82795715332,167.074081420898,1.01049757003784,0,0,0
67,1439.452,1344.896,5.448,188.664001464844,172.272720336914,1.09514725208282,0,0,0
68,1056.44411764706,1349.78823529412,5.52352941176471,186.429412841797,175.693435668945,1.06110632419586,0,0,0
69,1235.2138996139,1381.15366795367,8.25868725868726,154.346725463867,157.619552612305,0.979235887527466,0,0,0
70,1555.24931506849,1387.01643835616,5.83013698630137,153.994522094727,153.2392578125,1.00492870807648,0,0,0
71,1293.71304347826,1403.48260869565,6.47971014492754,213.834777832031,163.901489257812,1.30465424060822,1,1,0
72,1343.8547008547,1418.33333333333,5.44017094017094,168.70085144043,160.29167175293,1.0524617433548,0,0,0
73,1667.18079096045,1423.22316384181,5.48305084745763,189.717514038086,153.504470825195,1.23590874671936,1,1,0
74,1770.03780487805,1426.38170731707,7.04390243902439,145.793899536133,148.661560058594,0.98071014881134,0,0,0
75,1506.78260869565,1443.1884057971,5,160.971008300781,167.888885498047,0.958794891834259,0,0,0
76,1370.44712430427,1455.21521335807,7.20037105751392,154.157699584961,151.25732421875,1.01917505264282,0,0,0
77,1233.41218637993,1461.43279569892,9.43458781362007,150.961471557617,154.135482788086,0.979407668113708,0,0,0
78,1559.26653102747,1466.49033570702,7.16988809766022,150.803665161133,155.353286743164,0.970714330673218,0,0,0
79,1237.70962732919,1478.2049689441,6.46894409937888,164.529510498047,155.777770996094,1.05618095397949,0,0,0
80,1417.67346938776,1500.63945578231,6.51020408163265,151.66667175293,148.945541381836,1.01826930046082,0,0,0
81,1469.56018518519,1519.05555555556,6.1087962962963,148.52082824707,148.761322021484,0.998383343219757,0,0,0
82,1086.79233226837,646.239616613419,6.5591054313099,142.166137695312,157.773101806641,0.901079714298248,0,0,0
83,1160.55445544554,673.32531824611,6.96746817538897,190.833099365234,162.974243164062,1.17094027996063,1,1,0
84,1228.41501103753,717.721854304636,7.07064017660044,143.975723266602,151.158935546875,0.952479064464569,0,0,0
85,1121.5641025641,720.965034965035,7.00699300699301,166.724945068359,158.410568237305,1.05248630046844,0,0,0
86,1572.61627906977,729.709302325581,6.41860465116279,160.767440795898,152.17333984375,1.05647575855255,0,0,0
87,1337.85321100917,750.798165137615,6,162.110092163086,154.976745605469,1.0460284948349,0,0,0
88,1113.11244377811,776.074962518741,7.02848575712144,139.199401855469,155.493057250977,0.895212948322296,0,0,1
89,1746.48717948718,817.549450549451,6.54578754578755,161.732604980469,155.759994506836,1.03834497928619,0,0,0
90,1621.17491749175,829.945544554455,7.71947194719472,139.582504272461,150.711135864258,0.926159203052521,0,0,0
91,1162.97959183673,834.836734693878,6,209.663269042969,188.676467895508,1.11123168468475,0,0,0
92,1660.67415730337,844.398073836276,7.62279293739968,158.786514282227,155.834045410156,1.01894629001617,0,0,0
93,1431.92608695652,902.317391304348,7.50652173913043,169.502166748047,161.514663696289,1.04945373535156,0,0,0
94,1676.66428571429,928.3,6,170.342849731445,161.866668701172,1.05236518383026,0,0,0
95,1250.53862212944,932.624217118998,6.96659707724426,168.093948364258,163.021179199219,1.03111720085144,0,0,0
96,1755.7380952381,986.798534798535,7.16117216117216,164.413925170898,166.442245483398,0.987813651561737,0,0,0
97,1279.35537190083,1000.81818181818,6,170.62809753418,170.428573608398,1.00117075443268,0,0,0
98,1418.05555555556,1027.72222222222,6,172.444442749023,167.235290527344,1.03114867210388,0,0,0
99,1526.33426183844,1055.14066852368,7.57033426183844,141.449859619141,145.351455688477,0.973157525062561,0,0,0
100,2047.73563218391,1091.43573667712,8.00835945663532,141.708465576172,147.482391357422,0.960850059986115,0,0,0
101,1638.85876623377,1109.88798701299,6.92694805194805,146.011367797852,153.747421264648,0.949683368206024,0,0,0
102,966.404982206406,1116.83629893238,8.87900355871886,150.844833374023,157.233215332031,0.959370017051697,0,0,0
103,1603.22535211268,1177.48679577465,8.60915492957746,112.496475219727,141.057662963867,0.79752117395401,0,0,0
104,1406.85908319185,1179.94567062818,9.60950764006791,141.112899780273,160.091781616211,0.881449997425079,0,0,1
105,1708.88168557536,1205.75364667747,7.0291734197731,203.96272277832,161.216979980469,1.26514422893524,1,1,0
106,1598.22222222222,1216.2037037037,6.43055555555556,151.717590332031,152.278839111328,0.996314346790314,0,0,0
107,1552.075,1274.95,6,165.824996948242,164.444442749023,1.00839531421661,0,0,0
108,1590.22666666667,1298.33688888889,8.848,159.467559814453,153.17448425293,1.04108440876007,0,0,0
109,1096.0376344086,1302.89247311828,6.37634408602151,204.129028320312,177.337203979492,1.15107846260071,0,0,0
110,1328.47288135593,1342.70677966102,7.4728813559322,175.961013793945,166.003479003906,1.05998384952545,0,0,0
111,1458.64210526316,1345,6.66315789473684,163.810531616211,159.352386474609,1.02797663211823,0,0,0
112,1646.30155979203,1355.40901213172,8.00693240901213,208.176773071289,161.244750976562,1.29106080532074,1,1,0
113,1139.4,1361.36666666667,6,179.922225952148,168.238098144531,1.06944990158081,0,0,0
114,1372.21804511278,1437.83709273183,7.90476190476191,153.952377319336,151.205795288086,1.0181645154953,0,0,0
115,1506.44708423326,1439.74298056155,6.8963282937365,152.37580871582,155.231216430664,0.981605470180511,0,0,0
116,1285.03448275862,1459.79310344828,7.12539184952978,135.902816772461,156.292098999023,0.869543731212616,0,0,0
117,1285.58139534884,1480.6976744186,6,163.604644775391,165.925918579102,0.986010193824768,0,0,0
118,1528.77987421384,1521.75681341719,7.58071278825996,166.023056030273,156.156143188477,1.06318616867065,0,0,0
119,1422.52166377816,1528.9150779896,7.99133448873483,150.935882568359,147.168334960938,1.02560031414032,0,0,0
120,1337.35139318885,750.791021671827,7.9953560371517,152.402481079102,141.919738769531,1.07386386394501,0,0,0
121,1406.21235521236,773.563706563707,7.52123552123552,142.513519287109,136.264877319336,1.04585659503937,0,0,0
122,1612.95143212951,780.453300124533,8.47820672478207,136.631378173828,145.8515625,0.936783790588379,0,0,0
123,1205.63091922006,778.83426183844,8.49442896935933,134.37744140625,142.963439941406,0.939942717552185,0,0,0
124,1531.77777777778,790.403846153846,8.10042735042735,132.728637695312,142.225662231445,0.933225631713867,0,0,0
125,1289.7037037037,797.145969498911,7.9760348583878,148.997817993164,147.214553833008,1.01211333274841,0,0,0
126,1164.5493697479,837.091386554622,9.05567226890756,176.133407592773,156.339736938477,1.12660682201385,1,1,0
127,1500.43891402715,850.16742081448,7.95475113122172,148.479644775391,149.603179931641,0.992489874362946,0,0,0
128,1394.12371134021,860.907216494845,7,176.721649169922,154.266662597656,1.14555954933167,0,0,0
129,1678.10869565217,924.728260869565,7,171.315216064453,165,1.03827404975891,0,0,0
130,1542.54177897574,963.299191374663,7.42318059299191,162.455520629883,161.925918579102,1.00327062606812,0,0,0
131,1282.39085545723,999.489675516224,8.46607669616519,165.945434570312,160.307403564453,1.03517007827759,0,0,0
132,1587.34328358209,999.522388059701,7.51243781094527,152.228851318359,155.303802490234,0.980200409889221,0,0,0
133,1076.91195652174,1022.11195652174,8.81847826086956,124.453262329102,140.746841430664,0.884234845638275,0,0,0
134,1475.07106598985,1051.13324873096,9.32360406091371,135.436553955078,147.367294311523,0.91904079914093,0,0,0
135,1478.06153846154,1049.6,7,141.046157836914,148.33332824707,0.950873017311096,0,0,0
136,1639.73367875648,1063.5689119171,8.96787564766839,134.904663085938,147.317810058594,0.915738999843597,0,0,0
137,1586.54285714286,1127.49285714286,7,166.157150268555,150,1.10771429538727,0,0,0
138,1312.01818181818,1177.2,7,112.772727966309,152.5,0.739493310451508,0,0,0
139,1676.88070175439,1194.01929824561,9.10175438596491,133.040344238281,145.197006225586,0.916274726390839,0,0,0
140,1192.54545454545,1239.30707070707,8.56969696969697,152.628280639648,153.935607910156,0.991507291793823,0,0,0
141,1127.77607361963,1265.48466257669,7.53680981595092,202.723922729492,161.376068115234,1.25622045993805,1,1,0
142,1277.38359201774,1298.16297117517,8.50554323725055,155.609756469727,159.057632446289,0.978323101997375,0,0,0
143,1441.16203703704,1342.19907407407,8.01851851851852,181.361114501953,165.711639404297,1.09443795681,0,0,1
144,1055.40983606557,1349.53278688525,7,188.991806030273,175.142852783203,1.07907235622406,0,0,0
145,1459.21641791045,1358.5,7.86567164179105,167.664184570312,161.258422851562,1.03972363471985,0,0,0
146,1064.18292682927,1369.56097560976,8.57164634146342,216.850616455078,165.488723754883,1.31036496162415,1,1,0
147,1555.89451476793,1385.26019690577,8.76371308016878,155.551330566406,151.125762939453,1.02928400039673,0,0,0
148,1693.71283354511,1405.58958068615,8.43329097839898,196.648025512695,154.809692382812,1.27025651931763,1,1,0
149,1547.24767540152,1459.92476754015,9.91293322062553,147.8427734375,153.901397705078,0.960633099079132,0,0,0
150,1284.92660550459,1477.88073394495,7.50917431192661,161.509170532227,151.602935791016,1.06534326076508,0,0,0
151,1229.07142857143,1529.03571428571,7.42857142857143,177.279754638672,154.234375,1.14941787719727,0,0,0
152,1100.5406504065,683.979674796748,9.05487804878049,231.130081176758,167.223739624023,1.38216066360474,1,1,0
153,1744.92,695.438,9.09,129.542007446289,138.754516601562,0.933605670928955,0,0,0
154,1112.17857142857,708.642857142857,8,129.08332824707,138.567565917969,0.931555151939392,0,0,0
155,1636.2375,730.520833333333,9.16458333333333,149.783340454102,142.41877746582,1.05171060562134,0,0,0
156,1633.18918918919,734.378378378378,8,143.909912109375,144.3125,0.997210323810577,0,0,0
157,1324.11513583441,792.7425614489,10.2005174644243,198.138427734375,146.674102783203,1.35087537765503,1,1,0
158,1247.95925925926,795.533333333333,9.04814814814815,141.781478881836,142.698120117188,0.993576347827911,0,0,0
159,1422.34074074074,812.474074074074,9.07777777777778,147.585189819336,143.339996337891,1.02961623668671,0,0,0
160,1514.26272912424,820.122199592668,9.35641547861507,149.926681518555,145.733474731445,1.02877306938171,0,0,0
161,1190.81481481481,847.444444444444,8,159.074081420898,162.58332824707,0.978415727615356,0,0,0
162,1395.19620253165,862.867088607595,8,177.512664794922,171.019607543945,1.03796672821045,0,0,0
163,1366.24157303371,865.047752808989,8.44662921348315,171.609558105469,158.5,1.08271014690399,0,0,0
