CellID,Center_X,Center_Y,Center_Z,MeanROIIntensity,MeanNeighborhoodIntensity,MetricValue,UserLabel,roiSeen
1,1693.78271604938,705.86049382716,4.88271604938272,257.125915527344,238.265274047852,1.07915818691254,0,0
2,1582.6095890411,884.203767123288,4.76369863013699,243.892120361328,235.629028320312,1.03506827354431,0,0
3,1580.59069767442,903.896511627907,4.56279069767442,237.279067993164,230.413970947266,1.02979457378387,0,0
4,1546.53597650514,967.461086637298,3.93685756240822,228.653457641602,225.289505004883,1.01493167877197,0,0
5,1850.92857142857,982.611111111111,3.06349206349206,224.150787353516,196.023803710938,1.14348757266998,0,0
6,1745.52076677316,1016.12619808307,4.99680511182109,266.774749755859,250.577087402344,1.06464147567749,0,0
7,1204.28414580588,1058.93675889328,7.90162494510321,278.631530761719,265.646026611328,1.04888272285461,0,0
8,1667.55585831063,1144.55858310627,4.02724795640327,267.798370361328,259.607849121094,1.03154957294464,0,0
9,1498.14979757085,1233.43724696356,3.50202429149798,267.850189208984,253.867263793945,1.05507969856262,0,0
10,1650.10028449502,1338.05903271693,5.68990042674253,297.918914794922,258.065856933594,1.15442979335785,0,0
11,1204.44957983193,1362.03921568627,4.68767507002801,275.344543457031,254.276916503906,1.08285307884216,0,0
12,1293.04568527919,1403.94923857868,3.76142131979695,258.974609375,245.983871459961,1.05281138420105,0,0
13,1181.66384615385,1419.91384615385,6.60846153846154,291.459228515625,283.467254638672,1.02819359302521,0,0
14,1572.01515151515,728.424242424242,4,263.439392089844,267.886352539062,0.98339980840683,0,0
15,1525.05479452055,747.767123287671,4,281.424652099609,266.571441650391,1.05571949481964,0,0
16,1720.73741007194,767.655395683453,7.77697841726619,275.343170166016,274.520172119141,1.00299799442291,0,0
17,1272.46478873239,800.647887323944,4,294.676055908203,295.758605957031,0.996339738368988,0,0
18,1621.95272727273,824.701818181818,4.48,263.185455322266,270.668975830078,0.972351789474487,0,0
19,1449.47470817121,845.326848249027,5.06225680933852,263.482482910156,267.518798828125,0.984912037849426,0,0
20,1280.891966759,867.565096952909,5.00831024930748,264.617736816406,264.718444824219,0.999619543552399,0,0
21,1293.27751196172,993.66985645933,6.52392344497608,247.619613647461,242.652130126953,1.02047157287598,0,0
22,1718.244,1051.864,6.071,262.429992675781,256.842102050781,1.02175617218018,0,0
23,1241.83333333333,1086.60416666667,4.47916666666667,293.416656494141,276.058837890625,1.06287729740143,0,0
24,1637.08455882353,1108.87867647059,4.54411764705882,278.301483154297,287.118743896484,0.969290554523468,0,0
25,1595.31304347826,1109.70434782609,4,273.556518554688,250.292678833008,1.09294652938843,0,0
26,1251.64680483592,1135.48100172712,6.04490500863558,290.8359375,278.114929199219,1.04574012756348,0,0
27,1630.74528301887,1167.66037735849,4,274.575469970703,269.394744873047,1.01923096179962,0,0
