CellID,Center_X,Center_Y,Center_Z,MeanROIIntensity,MeanNeighborhoodIntensity,MetricValue,UserLabel,roiSeen,isDoublet
1,1693.78271604938,705.86049382716,4.88271604938272,385.5654296875,390.725006103516,0.986794888973236,0,0,0
2,1582.6095890411,884.203767123288,4.76369863013699,562.241455078125,475.068542480469,1.18349540233612,0,0,0
3,1580.59069767442,903.896511627907,4.56279069767442,654.916259765625,473.605834960938,1.38282978534698,1,1,0
4,1546.53597650514,967.461086637298,3.93685756240822,726.562377929688,536.298400878906,1.35477256774902,1,1,0
5,1850.92857142857,982.611111111111,3.06349206349206,554.753967285156,503.071441650391,1.10273396968842,0,0,0
6,1745.52076677316,1016.12619808307,4.99680511182109,504.426513671875,466.493377685547,1.08131551742554,0,0,0
7,1204.28414580588,1058.93675889328,7.90162494510321,659.440490722656,491.636108398438,1.34131824970245,1,1,0
8,1667.55585831063,1144.55858310627,4.02724795640327,534.261596679688,491.083343505859,1.08792448043823,0,0,0
9,1498.14979757085,1233.43724696356,3.50202429149798,458,412.548675537109,1.11017203330994,0,0,0
10,1650.10028449502,1338.05903271693,5.68990042674253,444.877655029297,410.423004150391,1.08394908905029,0,0,0
11,1204.44957983193,1362.03921568627,4.68767507002801,431.908966064453,411.748077392578,1.04896414279938,0,0,0
12,1293.04568527919,1403.94923857868,3.76142131979695,453.583770751953,438.733856201172,1.03384721279144,0,0,0
13,1181.66384615385,1419.91384615385,6.60846153846154,434.146911621094,412.410766601562,1.05270504951477,0,0,0
14,1572.01515151515,728.424242424242,4,418.818176269531,403.454559326172,1.0380802154541,0,0,0
15,1525.05479452055,747.767123287671,4,400.849304199219,402.885711669922,0.994945466518402,0,0,0
16,1720.73741007194,767.655395683453,7.77697841726619,408.735260009766,395.214080810547,1.03421223163605,0,0,0
17,1272.46478873239,800.647887323944,4,509.239440917969,468.275848388672,1.08747744560242,0,0,0
18,1621.95272727273,824.701818181818,4.48,442.876373291016,428.117248535156,1.03447449207306,0,0,0
19,1449.47470817121,845.326848249027,5.06225680933852,591.972778320312,463.601501464844,1.27690005302429,1,1,0
20,1280.891966759,867.565096952909,5.00831024930748,541.019409179688,510.101928710938,1.06061041355133,0,0,0
21,1293.27751196172,993.66985645933,6.52392344497608,835.976867675781,564.334106445312,1.48135089874268,1,1,0
22,1718.244,1051.864,6.071,562.843994140625,469.243865966797,1.19947016239166,0,0,0
23,1241.83333333333,1086.60416666667,4.47916666666667,554.416687011719,469.647064208984,1.18049645423889,0,0,0
24,1637.08455882353,1108.87867647059,4.54411764705882,480.599273681641,479.631256103516,1.00201821327209,0,0,0
25,1595.31304347826,1109.70434782609,4,501.478271484375,457.731719970703,1.09557247161865,0,0,0
26,1251.64680483592,1135.48100172712,6.04490500863558,503.331604003906,456.448608398438,1.1027125120163,0,0,0
27,1630.74528301887,1167.66037735849,4,658.047180175781,572.184204101562,1.15006172657013,0,0,0
28,1730.23544303797,1172.07594936709,5.08607594936709,464.298736572266,433.035430908203,1.07219576835632,0,0,0
29,1267.35480673935,1208.51040634291,7.13478691774034,620.194274902344,477.210968017578,1.29962289333344,1,1,0
30,1677.24550128535,1225.47172236504,5.40616966580977,464.787902832031,434.249114990234,1.07032549381256,0,0,0
31,1192.7619047619,1309.61904761905,6.45304232804233,450.88623046875,418.320953369141,1.07784759998322,0,0,0
32,1664.81395348837,1423.09302325581,4,436.81396484375,429.487182617188,1.01705932617188,0,0,0
33,1371.85401459854,1456.93430656934,4.39416058394161,435.875915527344,430.5625,1.01234066486359,0,0,0
34,1492.11707317073,1513.3674796748,5.99024390243902,427.001617431641,384.992950439453,1.10911536216736,0,0,0
35,1378.93892045455,1554.29119318182,6.17897727272727,445.372161865234,392.537506103516,1.13459777832031,0,0,0
36,1159.39583333333,671.493055555556,5,468.034729003906,407.4375,1.14872765541077,0,0,0
37,1451.34631147541,709.118852459016,6.68237704918033,404.063537597656,404.60205078125,0.998669028282166,0,0,0
38,1122.25609756098,719.829268292683,5,456.402435302734,444.371429443359,1.02707421779633,0,0,0
39,1572.44827586207,728.505747126437,5.20114942528736,415.494262695312,396.90576171875,1.04683351516724,0,0,0
40,1524.96,749.242352941176,6.94352941176471,403.627044677734,402.635101318359,1.00246357917786,0,0,0
41,1272.6626984127,801.218253968254,5.50793650793651,520.412719726562,476.0625,1.09316051006317,0,0,0
42,1404.65510597303,810.969171483622,6.39306358381503,443.506744384766,450.540222167969,0.984388768672943,0,0,0
43,1232.97683397683,819.644787644788,5.94980694980695,490.405395507812,447.017333984375,1.09706127643585,0,0,0
44,948.171075837742,856.834215167548,5.85890652557319,685.250427246094,542.738220214844,1.262580037117,1,1,1
45,1551.14659685864,850.811518324607,5.90575916230366,534.287963867188,456.033660888672,1.17159759998322,0,0,0
46,1399.05325443787,908.009861932939,7.0138067061144,714.106506347656,525.546997070312,1.35878717899323,1,1,0
47,1677.49425287356,923.67816091954,5,516.356323242188,478.882354736328,1.07825303077698,0,0,0
48,1672.09514563107,953.009708737864,6.53009708737864,613.00390625,522.293579101562,1.17367684841156,0,0,0
49,1850.85365853659,981.768292682927,5,534.146362304688,468.615386962891,1.13983952999115,0,0,0
50,1216.62256809339,990.68093385214,7.43093385214008,805.845336914062,537.67138671875,1.49876928329468,1,1,0
51,1098.65254237288,1036.60593220339,5.69067796610169,497.538146972656,471.384338378906,1.05548298358917,0,0,0
52,1144.36269430052,1083.9585492228,6.01554404145078,475.911926269531,463.633178710938,1.02648377418518,0,0,0
53,1243.96626984127,1084.82738095238,7.43849206349206,511.049591064453,470.797882080078,1.08549678325653,0,0,0
54,1597.3622754491,1110.23053892216,5.4311377245509,485.544921875,447.305877685547,1.08548748493195,0,0,0
55,1660.939453125,1132.638671875,6.029296875,597.5703125,480.907684326172,1.24258840084076,0,0,0
56,1631.56843403206,1167.39704069051,6.78914919852035,663.552429199219,499.495513916016,1.32844519615173,1,1,0
57,1601.36956521739,1176.13043478261,5,737.271728515625,576.75,1.27832114696503,1,1,0
58,1334.625,1213.88994565217,6.42663043478261,484.122283935547,424.285705566406,1.14102900028229,0,0,0
59,1598.53333333333,1216.56,5,510.266662597656,519.523803710938,0.982181489467621,0,0,0
60,1499.88571428571,1230.89047619048,6.43095238095238,444.505950927734,415.928161621094,1.0687084197998,0,0,0
61,1180.54982206406,1242.92526690391,7.09074733096085,463.905700683594,435.815399169922,1.06445455551147,0,0,0
62,1062.81181619256,1248.02625820569,6.13785557986871,480.479217529297,433.067687988281,1.10947835445404,0,0,0
63,1126.25961538462,1265.48076923077,5.89423076923077,441.653839111328,423.623199462891,1.04256296157837,0,0,0
64,1096.63815789474,1307.625,5,436.217102050781,396.285705566406,1.10076415538788,0,0,0
65,1768.73173173173,1342.48148148148,6.64464464464464,476.990997314453,415.432891845703,1.14817821979523,0,0,0
66,1327.58064516129,1343.32258064516,5,437.860229492188,408.037048339844,1.0730893611908,0,0,0
67,1439.452,1344.896,5.448,444.932006835938,409.886352539062,1.08550095558167,0,0,0
68,1056.44411764706,1349.78823529412,5.52352941176471,453.617645263672,437.897796630859,1.03589844703674,0,0,0
69,1235.2138996139,1381.15366795367,8.25868725868726,434.081848144531,403.008239746094,1.07710421085358,0,0,0
70,1555.24931506849,1387.01643835616,5.83013698630137,419.471221923828,377.840484619141,1.11018073558807,0,0,0
71,1293.71304347826,1403.48260869565,6.47971014492754,457.856536865234,416.710021972656,1.09874141216278,0,0,0
72,1343.8547008547,1418.33333333333,5.44017094017094,448.504272460938,426.166656494141,1.05241525173187,0,0,0
73,1667.18079096045,1423.22316384181,5.48305084745763,440.649719238281,390.678558349609,1.12790858745575,0,0,0
74,1770.03780487805,1426.38170731707,7.04390243902439,469.596343994141,432.577331542969,1.08557784557343,0,0,0
75,1506.78260869565,1443.1884057971,5,466.942016601562,444.083343505859,1.05147385597229,0,0,0
76,1370.44712430427,1455.21521335807,7.20037105751392,443.239318847656,414.605865478516,1.06906187534332,0,0,0
77,1233.41218637993,1461.43279569892,9.43458781362007,464.055541992188,407.613067626953,1.13847076892853,0,0,0
78,1559.26653102747,1466.49033570702,7.16988809766022,508.710083007812,420.909484863281,1.20859730243683,0,0,0
79,1237.70962732919,1478.2049689441,6.46894409937888,468.6552734375,405.726989746094,1.15510010719299,0,0,0
